playerId,gamesPlayed,playerDetails.givenName,playerDetails.surname,playerDetails.age,playerDetails.heightCm,playerDetails.weightKg,playerDetails.jumperNumber,playerDetails.kickingFoot,playerDetails.stateOfOrigin,playerDetails.draftYear,playerDetails.debutYear,playerDetails.recruitedFrom,playerDetails.draftPosition,playerDetails.draftType,playerDetails.position,playerDetails.bio,playerDetails.aflAwards,playerDetails.photoURL,playerDetails.dateOfBirth,team.teamId,team.teamAbbr,team.teamName,team.teamNickname,totals.matchesPlayed,totals.timeOnGroundPercentage,totals.behinds,totals.bounces,totals.centreBounceAttendances,totals.centreClearances,totals.clangers,totals.contestDefLosses,totals.contestDefLossPercentage,totals.contestDefOneOnOnes,totals.contestedMarks,totals.contestedPossessionRate,totals.contestedPossessions,totals.contestOffOneOnOnes,totals.contestOffWins,totals.contestOffWinsPercentage,totals.defHalfPressureActs,totals.disposalEfficiency,totals.disposals,totals.dreamTeamPoints,totals.effectiveDisposals,totals.effectiveKicks,totals.f50GroundBallGets,totals.freesAgainst,totals.freesFor,totals.goalAccuracy,totals.goalAssists,totals.goals,totals.groundBallGets,totals.handballs,totals.hitouts,totals.hitoutsToAdvantage,totals.hitoutToAdvantageRate,totals.hitoutWinPercentage,totals.inside50s,totals.interceptMarks,totals.intercepts,totals.kickEfficiency,totals.kickins,totals.kickinsPlayon,totals.kicks,totals.kickToHandballRatio,totals.marks,totals.marksInside50,totals.marksOnLead,totals.metresGained,totals.onePercenters,totals.pressureActs,totals.ranking,totals.ratingPoints,totals.rebound50s,totals.ruckContests,totals.scoreInvolvements,totals.scoreLaunches,totals.shotsAtGoal,totals.spoils,totals.stoppageClearances,totals.tackles,totals.tacklesInside50,totals.totalClearances,totals.totalPossessions,totals.turnovers,totals.uncontestedPossessions,averages.matchesPlayed,averages.timeOnGroundPercentage,averages.behinds,averages.bounces,averages.centreBounceAttendances,averages.centreClearances,averages.clangers,averages.contestDefLosses,averages.contestDefLossPercentage,averages.contestDefOneOnOnes,averages.contestedMarks,averages.contestedPossessionRate,averages.contestedPossessions,averages.contestOffOneOnOnes,averages.contestOffWins,averages.contestOffWinsPercentage,averages.defHalfPressureActs,averages.disposalEfficiency,averages.disposals,averages.dreamTeamPoints,averages.effectiveDisposals,averages.effectiveKicks,averages.f50GroundBallGets,averages.freesAgainst,averages.freesFor,averages.goalAccuracy,averages.goalAssists,averages.goals,averages.groundBallGets,averages.handballs,averages.hitouts,averages.hitoutsToAdvantage,averages.hitoutToAdvantageRate,averages.hitoutWinPercentage,averages.inside50s,averages.interceptMarks,averages.intercepts,averages.kickEfficiency,averages.kickins,averages.kickinsPlayon,averages.kicks,averages.kickToHandballRatio,averages.marks,averages.marksInside50,averages.marksOnLead,averages.metresGained,averages.onePercenters,averages.pressureActs,averages.ratingPoints,averages.rebound50s,averages.ruckContests,averages.scoreInvolvements,averages.scoreLaunches,averages.shotsAtGoal,averages.spoils,averages.stoppageClearances,averages.tackles,averages.tacklesInside50,averages.totalClearances,averages.totalPossessions,averages.turnovers,averages.uncontestedPossessions
CD_I1023273,0.0,Hugo,Hall-Kahan,18,188,78,45,RIGHT,VIC,2022,,East Sandringham (Vic)/Hailebury College (Vic)/Old Haileybury (Vic)/Sandringham U18,11.0,other,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023273.png?i10c=img.resize(scale_height:0.6),22/09/2003,CD_T160,SYD,Sydney Swans,Swans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1023446,0.0,Alex,Mirkov,22,210,104,45,RIGHT,VIC,2021,,Old Ivanhoe (Vic)/Carlton (VFL),6.0,other,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1023446.png?i10c=img.resize(scale_height:0.6),17/11/1999,CD_T30,CARL,Carlton,Blues,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1024939,0.0,Fionn,O'Hara,20,186,81,34,RIGHT,INT,2021,,County Westmeath (Ireland),,other,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1024939.png?i10c=img.resize(scale_height:0.6),28/02/2002,CD_T80,HAW,Hawthorn,Hawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1024982,0.0,Oisin,Mullin,22,182,84,34,RIGHT,INT,2021,,County Mayo,,other,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1024982.png?i10c=img.resize(scale_height:0.6),11/02/2000,CD_T70,GEEL,Geelong Cats,Cats,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I1025034,2.0,Oliver,Dempsey,19,185,70,28,RIGHT,VIC,2021,2022,Boroondara (Vic)/Carey Grammar (Vic)/Old Carey (Vic),15.0,rookieElevation,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1025034.png?i10c=img.resize(scale_height:0.6),07/01/2003,CD_T70,GEEL,Geelong Cats,Cats,2.0,65.9,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,55.6,10.0,3.0,0.0,0.0,10.0,68.4,19.0,59.0,13.0,2.0,2.0,1.0,4.0,33.3,1.0,1.0,7.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,40.0,0.0,0.0,5.0,0.4,0.0,0.0,0.0,185.0,0.0,18.0,662.0,10.9,0.0,0.0,9.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,18.0,4.0,8.0,2.0,65.9,0.5,0.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,55.6,5.0,1.5,0.0,0.0,5.0,68.4,9.5,29.5,6.5,1.0,1.0,0.5,2.0,33.3,0.5,0.5,3.5,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,40.0,0.0,0.0,2.5,0.4,0.0,0.0,0.0,92.8,0.0,9.0,10.9,0.0,0.0,4.5,0.5,1.5,0.0,0.5,1.0,0.0,0.5,9.0,2.0,4.0
CD_I1027021,4.0,Josh,Carmichael,22,190,89,45,RIGHT,SA,2022,2022,Imperial (Vic)/Merbein (Vic)/Waratah (NT)/West Adelaide (SANFL),9.0,other,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1027021.png?i10c=img.resize(scale_height:0.6),23/09/1999,CD_T40,COLL,Collingwood,Magpies,4.0,44.8,2.0,1.0,17.0,0.0,16.0,0.0,0.0,0.0,0.0,42.2,19.0,0.0,0.0,0.0,18.0,38.2,55.0,240.0,21.0,15.0,6.0,4.0,1.0,57.1,1.0,4.0,17.0,11.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,34.1,0.0,0.0,44.0,4.0,9.0,4.0,0.0,1052.0,3.0,57.0,640.0,18.7,2.0,0.0,16.0,0.0,7.0,1.0,9.0,11.0,3.0,9.0,45.0,10.0,26.0,4.0,44.8,0.5,0.3,17.0,0.0,4.0,0.0,0.0,0.0,0.0,42.2,4.8,0.0,0.0,0.0,4.5,38.2,13.8,60.0,5.3,3.8,1.5,1.0,0.3,57.1,0.3,1.0,4.3,2.8,0.0,0.0,0.0,0.0,2.8,0.0,0.8,34.1,0.0,0.0,11.0,4.0,2.3,1.0,0.0,263.1,0.8,14.3,18.7,0.5,0.0,4.0,0.0,1.8,0.3,2.3,2.8,0.8,2.3,11.3,2.5,6.5
CD_I1027965,0.0,Max,Ramsden,19,203,86,38,LEFT,VIC,2022,,– South Melbourne Districts (Vic)/Melbourne Grammar (Vic)/Sandringham U18,6.0,other,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/1027965.png?i10c=img.resize(scale_height:0.6),19/04/2003,CD_T80,HAW,Hawthorn,Hawks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I240052,17.0,David,Mundy,37,192,93,16,RIGHT,VIC,2003,2005,Seymour (Vic)/Murray U18,19.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240052.png?i10c=img.resize(scale_height:0.6),20/07/1985,CD_T60,FRE,Fremantle,Freo,17.0,71.1,6.0,2.0,271.0,29.0,41.0,0.0,0.0,0.0,0.0,39.9,153.0,0.0,0.0,0.0,133.0,71.2,378.0,1308.0,269.0,85.0,6.0,8.0,13.0,21.4,5.0,3.0,115.0,219.0,0.0,0.0,0.0,0.0,44.0,4.0,33.0,53.5,0.0,0.0,159.0,0.7,44.0,4.0,3.0,4249.0,17.0,288.0,43.0,432.0,22.0,1.0,71.0,12.0,14.0,0.0,51.0,62.0,4.0,80.0,383.0,67.0,230.0,17.0,71.1,0.4,0.1,271.0,1.7,2.4,0.0,0.0,0.0,0.0,39.9,9.0,0.0,0.0,0.0,7.8,71.2,22.2,76.9,15.8,5.0,0.4,0.5,0.8,21.4,0.3,0.2,6.8,12.9,0.0,0.0,0.0,0.0,2.6,0.2,1.9,53.5,0.0,0.0,9.4,0.7,2.6,0.2,0.2,250.0,1.0,16.9,432.0,1.3,0.1,4.2,0.7,0.8,0.0,3.0,3.6,0.2,4.7,22.5,3.9,13.5
CD_I240283,16.0,Shannon,Hurn,34,187,95,25,RIGHT,SA,2005,2006,Angaston (SA)/Central District (SANFL),13.0,nationalDraft,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240283.png?i10c=img.resize(scale_height:0.6),04/09/1987,CD_T150,WCE,West Coast Eagles,Eagles,16.0,80.8,0.0,5.0,0.0,0.0,31.0,9.0,29.0,31.0,21.0,26.7,71.0,0.0,0.0,0.0,100.0,86.0,351.0,1437.0,302.0,244.0,0.0,8.0,13.0,0.0,2.0,0.0,38.0,65.0,0.0,0.0,0.0,0.0,21.0,40.0,98.0,85.3,105.0,82.0,286.0,4.4,120.0,0.0,1.0,6132.0,33.0,119.0,145.0,324.9,80.0,0.0,32.0,15.0,1.0,27.0,2.0,25.0,0.0,2.0,266.0,50.0,195.0,16.0,80.8,0.0,0.3,0.0,0.0,1.9,0.6,29.0,1.9,1.3,26.7,4.4,0.0,0.0,0.0,6.3,86.0,21.9,89.8,18.9,15.3,0.0,0.5,0.8,0.0,0.1,0.0,2.4,4.1,0.0,0.0,0.0,0.0,1.3,2.5,6.1,85.3,105.0,82.0,17.9,4.4,7.5,0.0,0.1,383.3,2.1,7.4,324.9,5.0,0.0,2.0,0.9,0.1,1.7,0.1,1.6,0.0,0.1,16.6,3.1,12.2
CD_I240399,17.0,Lance,Franklin,35,199,106,23,LEFT,WA,2004,2005,Dowerin (WA)/Perth (WAFL)/Hawthorn,5.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240399.png?i10c=img.resize(scale_height:0.6),30/01/1987,CD_T160,SYD,Sydney Swans,Swans,17.0,88.7,21.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,24.0,43.9,93.0,82.0,26.0,31.7,29.0,61.6,203.0,1208.0,125.0,96.0,26.0,25.0,27.0,55.4,10.0,41.0,38.0,42.0,0.0,0.0,0.0,0.0,45.0,0.0,11.0,59.6,0.0,0.0,161.0,3.8,94.0,50.0,37.0,4139.0,21.0,178.0,55.0,408.9,1.0,1.0,120.0,4.0,74.0,12.0,4.0,35.0,23.0,4.0,212.0,48.0,119.0,17.0,88.7,1.2,0.0,0.0,0.0,3.4,0.0,0.0,0.0,1.4,43.9,5.5,4.8,1.5,31.7,1.7,61.6,11.9,71.1,7.4,5.6,1.5,1.5,1.6,55.4,0.6,2.4,2.2,2.5,0.0,0.0,0.0,0.0,2.6,0.0,0.6,59.6,0.0,0.0,9.5,3.8,5.5,2.9,2.2,243.5,1.2,10.5,408.9,0.1,0.1,7.1,0.2,4.4,0.7,0.2,2.1,1.4,0.2,12.5,2.8,7.0
CD_I240406,14.0,Josh J.,Kennedy,34,196,102,17,RIGHT,WA,2005,2006,Northampton (WA)/East Fremantle (WAFL)/Carlton,4.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/240406.png?i10c=img.resize(scale_height:0.6),25/08/1987,CD_T150,WCE,West Coast Eagles,Eagles,14.0,86.2,11.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,10.0,38.2,47.0,31.0,5.0,16.1,17.0,66.9,118.0,692.0,79.0,55.0,13.0,18.0,10.0,56.9,3.0,29.0,24.0,33.0,0.0,0.0,0.0,0.0,22.0,1.0,8.0,64.7,0.0,0.0,85.0,2.6,50.0,28.0,18.0,2184.0,12.0,107.0,230.0,274.5,1.0,1.0,63.0,4.0,51.0,5.0,0.0,20.0,14.0,0.0,123.0,34.0,76.0,14.0,86.2,0.8,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.7,38.2,3.4,2.2,0.4,16.1,1.2,66.9,8.4,49.4,5.6,3.9,0.9,1.3,0.7,56.9,0.2,2.1,1.7,2.4,0.0,0.0,0.0,0.0,1.6,0.1,0.6,64.7,0.0,0.0,6.1,2.6,3.6,2.0,1.3,156.1,0.9,7.6,274.5,0.1,0.1,4.5,0.3,3.6,0.4,0.0,1.4,1.0,0.0,8.8,2.4,5.4
CD_I250267,12.0,Paddy,Ryder,34,197,96,18,RIGHT,WA,2005,2006,"Rovers, Geraldton (WA)/East Fremantle (WAFL)/Ess/PA",7.0,nationalDraft,RUCK,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250267.png?i10c=img.resize(scale_height:0.6),14/03/1988,CD_T130,STK,St Kilda,Saints,12.0,71.1,7.0,0.0,203.0,8.0,50.0,1.0,14.3,7.0,10.0,61.0,61.0,15.0,4.0,26.7,44.0,62.1,95.0,732.0,59.0,40.0,5.0,28.0,16.0,57.9,2.0,11.0,24.0,22.0,264.0,80.0,30.3,51.9,18.0,6.0,15.0,54.8,0.0,0.0,73.0,3.3,32.0,9.0,3.0,1472.0,29.0,121.0,275.0,237.1,4.0,509.0,45.0,29.0,19.0,19.0,18.0,26.0,5.0,26.0,100.0,23.0,39.0,12.0,71.1,0.6,0.0,203.0,0.7,4.2,0.1,14.3,0.6,0.8,61.0,5.1,1.3,0.3,26.7,3.7,62.1,7.9,61.0,4.9,3.3,0.4,2.3,1.3,57.9,0.2,0.9,2.0,1.8,22.0,6.7,30.3,51.9,1.5,0.5,1.3,54.8,0.0,0.0,6.1,3.3,2.7,0.8,0.3,122.7,2.4,10.1,237.1,0.3,42.4,3.8,2.4,1.6,1.6,1.5,2.2,0.4,2.2,8.3,1.9,3.3
CD_I250321,16.0,Joel,Selwood,34,183,84,14,RIGHT,VIC,2006,2007,Sandhurst (Vic)/Bendigo U18,7.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250321.png?i10c=img.resize(scale_height:0.6),26/05/1988,CD_T70,GEEL,Geelong Cats,Cats,16.0,73.2,2.0,3.0,248.0,36.0,68.0,0.0,0.0,1.0,1.0,45.3,159.0,3.0,1.0,33.3,130.0,71.2,347.0,1261.0,247.0,105.0,10.0,27.0,31.0,50.0,11.0,3.0,95.0,171.0,0.0,0.0,0.0,0.0,66.0,4.0,45.0,59.7,0.0,0.0,176.0,1.0,47.0,4.0,3.0,4684.0,32.0,294.0,51.0,413.8,19.0,3.0,93.0,29.0,6.0,9.0,50.0,70.0,3.0,86.0,351.0,61.0,192.0,16.0,73.2,0.1,0.2,248.0,2.3,4.3,0.0,0.0,0.1,0.1,45.3,9.9,0.2,0.1,33.3,8.1,71.2,21.7,78.8,15.4,6.6,0.6,1.7,1.9,50.0,0.7,0.2,5.9,10.7,0.0,0.0,0.0,0.0,4.1,0.3,2.8,59.7,0.0,0.0,11.0,1.0,2.9,0.3,0.2,292.8,2.0,18.4,413.8,1.2,0.2,5.8,1.8,0.4,0.6,3.1,4.4,0.2,5.4,21.9,3.8,12.0
CD_I250365,18.0,Travis,Boak,34,183,85,10,RIGHT,VIC,2006,2007,Torquay (Vic)/Geelong U18,5.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250365.png?i10c=img.resize(scale_height:0.6),01/08/1988,CD_T110,PORT,Port Adelaide,Power,18.0,81.0,10.0,0.0,290.0,43.0,65.0,0.0,0.0,1.0,1.0,42.3,211.0,5.0,0.0,0.0,178.0,72.3,484.0,1753.0,350.0,130.0,24.0,17.0,16.0,39.1,14.0,9.0,141.0,267.0,0.0,0.0,0.0,0.0,93.0,8.0,51.0,59.9,0.0,0.0,217.0,0.8,73.0,8.0,8.0,6265.0,34.0,399.0,27.0,471.2,18.0,1.0,106.0,26.0,23.0,1.0,66.0,80.0,6.0,109.0,499.0,87.0,288.0,18.0,81.0,0.6,0.0,290.0,2.4,3.6,0.0,0.0,0.1,0.1,42.3,11.7,0.3,0.0,0.0,9.9,72.3,26.9,97.4,19.4,7.2,1.3,0.9,0.9,39.1,0.8,0.5,7.8,14.8,0.0,0.0,0.0,0.0,5.2,0.4,2.8,59.9,0.0,0.0,12.1,0.8,4.1,0.4,0.4,348.1,1.9,22.2,471.2,1.0,0.1,5.9,1.4,1.3,0.1,3.7,4.4,0.3,6.1,27.7,4.8,16.0
CD_I250395,17.0,Jack,Riewoldt,33,193,92,8,RIGHT,TAS,2006,2007,Clarence (Tas)/Tasmania U18,13.0,nationalDraft,KEY_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/250395.png?i10c=img.resize(scale_height:0.6),31/10/1988,CD_T120,RICH,Richmond,Tigers,17.0,87.8,27.0,1.0,4.0,0.0,59.0,0.0,0.0,0.0,22.0,45.3,86.0,64.0,18.0,28.1,34.0,57.5,181.0,1076.0,104.0,71.0,20.0,23.0,16.0,47.9,7.0,35.0,37.0,42.0,4.0,1.0,25.0,21.1,49.0,1.0,12.0,51.1,0.0,0.0,139.0,3.3,85.0,46.0,25.0,4083.0,40.0,163.0,159.0,317.3,2.0,19.0,99.0,6.0,73.0,18.0,4.0,33.0,22.0,4.0,190.0,57.0,104.0,17.0,87.8,1.6,0.1,4.0,0.0,3.5,0.0,0.0,0.0,1.3,45.3,5.1,3.8,1.1,28.1,2.0,57.5,10.6,63.3,6.1,4.2,1.2,1.4,0.9,47.9,0.4,2.1,2.2,2.5,0.2,0.1,25.0,21.1,2.9,0.1,0.7,51.1,0.0,0.0,8.2,3.3,5.0,2.7,1.5,240.2,2.4,9.6,317.3,0.1,1.1,5.8,0.4,4.3,1.1,0.2,1.9,1.3,0.2,11.2,3.4,6.1
CD_I260113,0.0,Jarryn,Geary,34,183,79,14,RIGHT,VIC,2007,2008,Eaglehawk (Vic)/Bendigo U18,,rookieElevation,MEDIUM_DEFENDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260113.png?i10c=img.resize(scale_height:0.6),23/06/1988,CD_T130,STK,St Kilda,Saints,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,644.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD_I260227,5.0,Shaun,Higgins,34,184,89,4,RIGHT,VIC,2005,2006,"Newtown &amp; Chilwell (Vic)/St Joseph&apos;s Coll, Geel (Vic)/Geel U18/WB/NM",11.0,nationalDraft,MEDIUM_FORWARD,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260227.png?i10c=img.resize(scale_height:0.6),04/03/1988,CD_T70,GEEL,Geelong Cats,Cats,5.0,64.4,1.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,1.0,22.9,19.0,0.0,0.0,0.0,27.0,77.1,83.0,327.0,64.0,25.0,3.0,5.0,7.0,25.0,4.0,1.0,13.0,42.0,0.0,0.0,0.0,0.0,11.0,2.0,7.0,61.0,0.0,0.0,41.0,1.0,15.0,2.0,3.0,1426.0,3.0,75.0,432.0,134.5,7.0,0.0,26.0,9.0,4.0,3.0,9.0,19.0,3.0,9.0,83.0,17.0,64.0,5.0,64.4,0.2,0.0,3.0,0.0,3.2,0.0,0.0,0.0,0.2,22.9,3.8,0.0,0.0,0.0,5.4,77.1,16.6,65.4,12.8,5.0,0.6,1.0,1.4,25.0,0.8,0.2,2.6,8.4,0.0,0.0,0.0,0.0,2.2,0.4,1.4,61.0,0.0,0.0,8.2,1.0,3.0,0.4,0.6,285.3,0.6,15.0,134.5,1.4,0.0,5.2,1.8,0.8,0.6,1.8,3.8,0.6,1.8,16.6,3.4,12.8
CD_I260257,18.0,Scott,Pendlebury,34,191,86,10,LEFT,VIC,2005,2006,Sale (Vic)/Gippsland U18,5.0,nationalDraft,MIDFIELDER,,,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/XLarge2022/260257.png?i10c=img.resize(scale_height:0.6),07/01/1988,CD_T40,COLL,Collingwood,Magpies,18.0,83.7,1.0,2.0,275.0,22.0,50.0,3.0,50.0,6.0,1.0,37.0,142.0,1.0,0.0,0.0,219.0,78.0,396.0,1516.0,309.0,144.0,4.0,10.0,26.0,66.7,13.0,2.0,97.0,191.0,0.0,0.0,0.0,0.0,58.0,13.0,96.0,70.2,23.0,14.0,205.0,1.1,62.0,2.0,3.0,5919.0,43.0,382.0,33.0,462.5,38.0,0.0,100.0,40.0,3.0,17.0,26.0,81.0,6.0,48.0,384.0,54.0,242.0,18.0,83.7,0.1,0.1,275.0,1.2,2.8,0.2,50.0,0.3,0.1,37.0,7.9,0.1,0.0,0.0,12.2,78.0,22.0,84.2,17.2,8.0,0.2,0.6,1.4,66.7,0.7,0.1,5.4,10.6,0.0,0.0,0.0,0.0,3.2,0.7,5.3,70.2,23.0,14.0,11.4,1.1,3.4,0.1,0.2,328.9,2.4,21.2,462.5,2.1,0.0,5.6,2.2,0.2,0.9,1.4,4.5,0.3,2.7,21.3,3.0,13.4
